"","Tcm_ctr1","Tcm_ctr2","Tcm_ctr3","Tem_ctr2","Tem_ctr3","Tcm_irr1","Tcm_irr2","Tcm_irr3","Tem_irr2","Tem_irr3"
"Cflar",1.92976442,1.839383971,1.249462242,2.346352544,2.356068509,1.839689678,2.400235444,1.108062137,1.4198314,1.666665837
"Lactb2",0.693233547,0.588608636,0.340457659,0.826756042,1.098610621,0.876635833,0.770042219,0.605149769,0.69577057,0.748208914
"Actr1b",4.351940393,5.348694421,5.236878056,5.503307615,7.094047888,4.835513761,4.351170342,5.091080472,6.287102852,5.512957174
"Pgap1",0.709008021,0.515516526,0.434955256,0.112918141,0.13161984,0.196720283,0.26298712,0.112752026,0.198997467,0.025993608
"Xrcc5",0.421392984,0.385280717,0.381566083,0.439625717,0.395330975,0.414770018,0.381191292,0.491748049,0.49149518,0.597021114
"Usp37",0.725216934,0.784887893,0.272604797,0.386588081,0.57963874,0.387140028,0.650125574,0.619870872,0.366183758,0.299494577
"Dock10",1.739691742,1.622264831,1.42268717,1.789543063,1.704657857,1.705680395,1.901584326,1.885815335,0.867339707,1.440870713
"Mapkapk2",3.231968405,2.788556825,0.548139554,0.195712955,0.33847049,0.918229704,3.367130744,1.881624208,0.420166954,0.405233708
"Rab3gap1",1.308804625,1.549872507,1.403459109,1.727445498,1.239404199,1.212290821,0.878428375,1.200560711,0.783678506,1.178506636
"Rnpep",4.845301365,4.321547176,4.383160222,4.327375767,5.171406261,7.07747655,4.843528335,4.368660851,5.038222405,4.966600536
"Stx6",1.527700395,1.391331182,1.67957203,1.392288666,1.617887756,1.539326284,1.151064358,1.412695955,1.34306696,1.162729519
"Rcsd1",3.429099132,3.304348435,4.061793135,2.299336029,2.006852124,2.998057211,2.803469178,2.487282177,2.779047634,2.573926263
"Fcrla",14.889678,11.74746452,18.00993195,1.161118213,2.089762409,0.683360907,0.447783466,0.840112923,0.320560283,0.295218191
"Trp53bp2",0.283052099,0.495774338,0.62745206,0.488994279,0.850319338,0.503102154,0.487595259,0.552733158,0.232334346,0.392661318
"Atp6v1h",1.64508081,1.226935425,1.143484586,1.603365678,1.346014143,1.642619612,1.585489192,1.48989153,1.936810657,1.545702726
"Arfgef1",0.934726742,1.202732692,0.430615605,0.718651349,0.576396282,0.368532717,1.007022921,0.989660174,0.292878289,0.37931091
"Sgk3",0.784259505,0.620746924,0.451574699,0.279466015,0.213159898,0.387182633,0.506639715,0.245737654,0.314291512,0.238332297
"Rdh10",0.574866956,0.380402463,0.253832009,0.714759902,0.466803817,0.463524535,0.227588857,0.226565597,0.14230395,0.142960687
"Eloc",7.494122428,5.288369929,4.565149004,6.771454413,7.259913885,5.596284965,6.155438845,6.918104083,6.028814962,6.714258796
"Ptpn18",10.7051837,12.80299522,13.82016447,11.85680588,11.0246585,9.011966732,11.49469832,12.84190343,13.97687913,13.57641115
"Plekhb2",7.931477049,6.237572485,8.470196675,9.059204845,9.582518474,10.10236919,9.580438357,7.670387605,10.95971544,7.465342054
"Uggt1",2.363931711,2.065966451,1.877331323,2.211382808,2.18601425,1.985164618,2.170035654,2.421755865,1.585408162,2.068498904
"Lman2l",1.319013479,1.390356797,1.640486288,1.268307804,1.225997599,1.700211919,1.203230718,0.998515534,1.743607523,1.360061371
"Mgat4a",0.38892527,0.535293997,0.30148202,0.302618878,0.23520186,0.499508716,0.600963048,0.596938305,0.208369677,0.247279003
"Mitd1",2.82989596,4.177593114,3.09183604,5.113610073,3.037162401,5.948015544,5.645190183,8.779979537,5.858279457,7.863582863
"Eif5b",2.12694051,1.442770171,1.363675314,1.247225206,1.285003332,1.787000886,1.609013166,1.835482762,1.615702966,1.207214928
"Mrps9",0.527408832,0.788176993,0.81965197,0.780571345,0.912979099,0.749897099,0.476939103,0.682232788,0.942694844,0.834478299
"Ercc5",1.15590242,1.164132758,1.089404816,1.052789971,1.003431107,1.716602181,1.07361413,1.700744669,2.160285045,1.603160369
"Gls",1.818097784,1.236863894,0.347539838,0.649550482,0.641759147,0.597652099,0.726620801,1.275576061,0.542710326,0.530191062
"Stat4",1.304690897,2.514079604,2.561024401,4.620948788,4.475124927,2.551054136,2.076783325,3.234104765,3.76793061,4.236420686
"Asnsd1",4.752502223,4.534720094,4.76958192,3.982067455,4.612099091,3.324058734,3.824978005,4.504050036,4.457610225,4.328367701
"Mfsd6",0.724236133,1.063545166,0.474715622,0.65272878,0.490751738,0.600140435,0.896258202,1.021249483,0.674632935,0.737138236
"Ankrd44",0.745689,0.926090649,0.642642924,1.013321472,1.198986498,0.756115201,0.826767911,0.95209326,0.443332522,0.693418976
"Maip1",2.690303575,1.301877061,1.799594076,2.368522881,1.821532789,1.990430265,1.773139333,1.89512813,2.505031211,2.488172436
"Ndufb3",12.4169714,5.660215135,7.044210729,9.896421883,9.831039482,8.502607778,10.07979698,10.85396416,12.46108495,11.66182632
"Nif3l1",1.329816899,0.890522132,0.961312967,1.162890357,1.454971839,1.128315163,1.05967067,1.131936139,1.375522009,1.687965165
"Tmem237",0.437802626,0.400029433,0.381179225,0.634240059,0.629845391,0.496684229,0.494066098,0.333744688,0.590732502,0.44722897
"Stradb",2.524472135,2.234851195,2.555369058,2.069897009,2.134331016,1.427592206,1.484113474,1.178479236,1.955194544,1.43825619
"Ndufs1",2.738339369,3.251993203,3.694900111,4.566068039,4.246477977,3.114745586,3.024194649,3.036909036,3.769335795,3.836817665
"Pikfyve",0.746053521,0.645159833,0.256957986,0.099509936,0.203258875,0.452056076,0.415933624,0.446252726,0.152370945,0.149007503
"Acadl",3.159271958,2.477019292,3.780539494,3.700035429,4.253181632,3.879250213,3.83225456,3.465673147,4.598778629,3.797975867
"Rpe",3.780956795,3.753497001,2.671054056,4.004491193,2.817259375,3.92686657,3.605208403,4.197803272,3.951266756,4.372013235
"Atic",0.601117513,0.665461121,0.233379973,0.449503621,0.442243794,0.332129061,0.431557142,0.659906261,0.627321271,0.475854084
"Smarcal1",0.784524691,0.633978238,0.553836836,0.547477504,0.287993978,0.320947893,0.376416024,0.375848109,0.261426345,0.346078985
"Pnkd",0.547154895,0.577739832,0.509096467,0.38301792,0.477391875,0.409888202,0.470853448,0.38950062,0.612864864,0.38247992
"Zfp142",1.108170664,1.35465399,0.871034564,1.011098169,0.635587765,0.450985637,1.174627448,0.907642287,0.610911292,0.944656147
"Serpine2",0.046235408,0.058690591,0.032502024,0.054676984,0.003923295,6.330878358,5.573671989,6.53400836,7.239849371,7.535583221
"Trip12",1.646466906,1.820792576,0.733988333,1.35028366,1.282115225,1.651373361,1.566062333,1.795265991,0.674576246,0.949774986
"Sp110",10.7115189,11.54263257,10.98738654,10.80938937,9.783438201,11.42694204,14.03675712,16.987286,12.06653191,12.99922488
"A630001G21Rik",1.277250105,1.011837834,1.094905839,0.784066373,0.347559958,0.456761466,0.456797181,0.645054602,0.354643419,0.388655323
"Psmd1",2.175935173,2.163185604,2.446033689,2.243707205,2.849190031,2.80031321,2.939459457,2.208020654,3.1650316,2.281955631
"Inpp5d",2.922375659,3.039731286,3.752958232,3.318893976,3.489032119,3.180998871,3.121239176,2.523697015,2.446120436,2.57332666
"Gigyf2",0.524728777,0.413177642,0.338880098,0.438465713,0.514774103,0.564931545,0.335746993,0.632684931,0.20916561,0.276872741
"Lrrfip1",2.243874944,2.488549108,2.669059966,3.593605063,3.669762952,2.421797891,2.489064208,2.602216249,2.525635764,2.509352486
"D2hgdh",0.570857507,1.2560009,1.683614891,1.392397428,1.182782621,1.487253052,1.170982485,1.139907644,1.044649535,1.344151559
"Hdlbp",2.289234227,2.05742055,1.740772338,1.461467601,2.018814011,2.504902439,2.328767484,2.142212023,1.463597713,1.653480366
"Bcl2",0.928772402,1.395300096,1.065580855,1.599784754,0.918540234,3.916550433,3.898466525,5.061955329,3.564493906,4.081095104
"Ptpn4",0.133266428,0.247371014,0.24575994,0.746323782,0.674807355,0.454890107,0.481188291,0.570225717,0.776594953,1.072199043
"Ccdc93",0.584797113,0.716516664,0.383388518,0.496755477,0.640918359,0.562572192,0.500365069,0.375552689,0.462988116,0.205624125
"Ccnt2",3.545046391,2.526328526,2.0282409,2.843163743,2.932425215,2.51763227,2.221671235,2.768222233,1.942000314,2.057655409
"Rassf5",6.753022038,7.046551638,9.209474962,13.56626273,13.52592882,7.928515702,7.90914859,8.58393014,10.17028227,11.29295179
"Tmcc2",1.037222378,3.59525311,1.796258887,2.592019698,1.557608289,0.008336477,0.001281613,0.023978493,0.073875358,0.026508298
"Tmem183a",3.435698664,4.59558675,4.615216369,5.001840471,5.564926844,4.132261286,4.340905338,4.287682243,5.439234564,5.26811362
"Ptpn7",7.945540579,11.37386327,13.09754666,16.00364121,12.97189451,10.64293422,7.355376814,10.76846156,8.525738325,13.10492081
"Klhl12",1.249185012,1.039477717,1.563758909,1.5047314,1.255809393,0.994536649,0.942678578,1.090755107,1.205157238,1.315751131
"Kdm5b",1.059727291,1.122057637,0.84458694,1.08622758,1.076696928,0.732563835,0.73740682,0.742912905,0.666720917,0.740654331
"Ipo9",1.491484015,2.131134119,1.983385365,1.868198285,2.948579063,2.276381957,2.143617918,3.025128382,1.756051732,2.676927077
"Ptprc",18.20667411,15.59534784,15.36490138,26.24789012,24.13235725,20.38272206,18.26730984,22.2432322,18.03475778,22.46913623
"Nek7",1.849906204,1.702967823,1.389692112,2.055130734,1.77953009,1.882988809,1.90481522,1.706057613,1.535401273,1.42607473
"Uchl5",1.830113438,2.597451398,1.747028002,3.115468014,2.563140123,2.444682032,1.776537859,1.92062277,2.498214814,2.641916826
"Swt1",0.905737898,0.920260333,0.892245798,1.060868394,1.010340155,0.501557493,0.805455715,0.821875851,0.653183111,0.665230092
"Edem3",1.377627348,0.706832313,0.285684998,0.752681922,0.974114214,0.552164697,0.68752561,0.649663699,0.196510079,0.425710351
"Rgl1",0.496027584,0.215526566,0.465617607,0.159148194,0.204791076,0.913127838,0.76317601,0.276676197,0.503545771,0.182978248
"Ncf2",3.847156424,2.355127954,3.210236736,0.926483611,0.525505573,2.244879295,2.16410617,1.113318394,1.244342004,0.523727413
"Ralgps2",1.925774976,1.464959148,1.448721022,0.210622951,0.084714519,0.080779867,0.099248129,0.186721062,0.051980292,0.113189256
"2810025M15Rik",1.772357578,0.393326951,1.12652271,0.309658263,0.511042434,1.558391062,1.705041318,0.478510065,1.513872196,0.92818916
"Rc3h1",0.527130269,0.58901564,0.241651224,0.354809911,0.357112867,0.394755068,0.549710716,0.751425172,0.427820706,0.346720795
"Suco",0.906858892,0.797269955,0.558575775,1.330294841,0.908982889,1.080640599,1.273344209,1.424289704,0.465010304,0.993131204
"Cd247",2.322434176,2.359174038,3.10679507,4.526075191,4.80082385,2.633423193,2.325762164,3.249468642,4.351173106,5.573713729
"Mgst3",0.999195242,1.562476471,1.124584296,1.168840645,0.742808438,0.248053317,0.264263478,0.339625686,0.586609492,0.448430122
"Uck2",0.53660049,0.302575795,0.420164687,0.520679546,0.509632914,0.617699218,0.575626442,0.55766061,0.64961083,0.825155544
"F11r",0.359312053,0.296115343,0.666751197,0.295659382,0.349504179,1.292260216,1.082731786,0.497317093,0.543336371,0.159085879
"Cd48",18.83814849,18.21375592,27.11796439,46.00833345,49.38624671,27.45853434,23.50960959,25.93904286,41.34911466,39.66135875
"Kcnj10",0.839267084,0.579965728,0.283430304,0.281258043,0.139222091,1.17108633,1.09663582,0.447729661,0.486652027,0.08164598
"Copa",9.924436615,10.22785993,11.81764286,13.00003703,14.67490309,12.3631255,10.72840089,9.95762722,10.63752465,13.96707864
"Ifi203",9.410006796,6.543585703,6.316431622,9.197096146,5.897395544,14.44829105,13.94782149,17.26333787,9.515136802,11.05775491
"Kmo",2.668324606,1.911115805,2.173151119,0.307679192,0.426074991,0.144523691,0.10146969,0.147323105,0.141257625,0.053671798
"Ephx1",1.740332217,1.42395959,2.087731822,0.427423486,0.70361702,1.914463155,1.750655322,0.750901202,1.743206951,0.883986571
"Nvl",1.270189763,0.957184612,0.73553522,0.657633095,0.498883509,0.834185314,0.924679488,1.00765951,0.683736908,0.562061153
"Acbd3",2.990148831,3.427881768,2.434392786,2.743102902,2.452669513,3.211162739,3.585197197,3.308066699,1.636281111,2.400643086
"Fbxo28",2.537280494,2.132165602,1.704114937,3.001128522,2.230823044,2.798183943,2.546402427,2.82558277,2.849392178,1.868934412
"Rab3gap2",0.686006227,0.622110374,0.886726165,0.655452697,0.763445469,0.622693316,0.76838544,0.748231886,0.605232686,0.635567688
"Bpnt1",2.053297369,1.424006094,1.797485883,1.935377007,1.262942595,1.2143822,1.585081138,0.9850888,1.259900724,1.454201632
"Kctd3",0.382393813,1.142348335,0.89580068,0.317459573,0.572719983,0.338663726,0.234760051,0.344156281,0.280053721,0.413572662
"Batf3",0.827886877,0.749735686,0.865040068,0.407386618,0.582075075,0.979840701,1.043739325,0.533000511,0.655055148,0.086993165
"Lpgat1",0.730226631,0.634618049,0.416923763,0.203880406,0.25947984,0.15900345,0.253345587,0.232126007,0.14364477,0.113965421
"Ppp2r5a",1.071947286,2.226761757,0.439333413,0.765301393,0.545587008,0.632540345,1.359339462,2.155565619,0.566971892,0.57126339
"Traf5",0.83103226,1.245554662,1.406660279,0.605059124,0.384461469,0.41316724,0.405350753,0.44624446,0.291439657,0.458897207
"Traf3ip3",6.426371992,7.981337051,10.9788793,8.707808576,8.638634295,5.165254261,5.129959955,5.187582328,6.986673854,7.55995977
"Cr2",10.24171596,7.017535742,5.707113238,0.780677449,0.547139158,0.141598917,0.285801786,0.6332414,0.079871073,0.00677468
"Mrpl15",7.792540663,6.060478938,6.166236086,7.081434131,6.726852067,5.10398829,5.132498807,6.615125195,7.027188069,6.287469398
"Lypla1",2.322869292,1.848565507,1.34017902,2.160236698,2.571982163,2.638557912,2.216225584,2.765671986,2.310767993,2.089187513
"Tcea1",3.873512166,3.492685838,2.639405137,4.280709585,3.993158716,3.087552037,2.955124293,3.599051988,3.641072548,3.235474118
"Rb1cc1",1.363470166,1.350707441,0.803145886,1.597752165,1.274475139,1.439563575,1.152604252,1.416891518,1.085198104,1.136135652
"Pcmtd1",0.898006855,1.07516114,0.699841307,1.142819713,1.692597223,0.954539172,1.025537631,0.981559027,0.707286902,0.835038201
"Rrs1",17.77174388,27.42887977,32.93312533,25.25728605,23.56798623,26.85747523,27.3961621,36.07289408,22.33771121,30.0127414
"Vcpip1",3.024720501,2.507636126,1.983917696,2.446830131,2.054512235,2.747051064,3.107222149,3.018421456,1.73876288,2.277501001
"Snord87",9.414367061,7.782327448,3.753647553,5.457084229,2.768944624,8.247613744,14.68050374,5.086418716,2.394512099,1.109812805
"Snhg6",5.178310493,4.004132993,3.870427699,3.307455018,3.558723148,4.328923308,8.112194537,6.318611086,5.410599631,3.701225706
"Cops5",3.935128066,4.281863916,4.635677264,6.163524283,4.726025661,5.268658695,4.288856047,5.671552597,8.145276693,5.757072132
"Tram1",20.27280965,19.34159827,16.20251329,31.53254781,31.97638189,20.83837687,19.91869228,20.06564136,24.39422141,23.67333319
"Terf1",0.647763214,1.29655672,0.975555475,1.237911229,1.399851442,1.014114567,1.027387614,1.059400759,1.443347079,1.235863406
"Rpl7",367.5070125,390.2278779,195.4814497,177.990385,156.2378947,220.6168569,292.4097936,437.9543865,227.348686,246.280774
"Ube2w",0.9073814,0.6557768,0.479408043,0.741149105,0.678700089,0.637365923,0.559750044,0.606676104,0.405792215,0.568280564
"Ly96",0.972244296,0.412280286,0.626043161,0.41732537,0.516999021,1.43518463,1.190970688,0.421282547,0.971997996,0.318845343
"Tmem70",4.477073968,3.323988282,4.157992569,4.850608978,5.010368499,4.805829278,4.375459487,3.972331377,5.084925724,4.336753398
"Mcm3",6.445679794,7.030081868,6.129060467,5.85238181,6.338262927,5.235742835,5.52264554,7.802869283,5.618523501,7.489384083
"Gm4956",1.259492203,0.11532946,0.193269616,0.074396616,0,0.363795697,0.192055826,0.133678983,0.0765247,0.110836895
"Ogfrl1",1.155646609,0.563599926,0.174908058,0.079917451,0.140753485,0.805615318,1.180911975,0.381712393,0.156653632,0.045921813
"Sdhaf4",4.082396707,2.744137244,3.338034796,4.299180578,4.060866663,4.377115677,3.93818693,4.726152991,4.726808279,4.453115317
"Lmbrd1",2.337011362,1.827534009,2.217542902,1.267943522,1.504002476,0.925348311,1.144736429,0.988499642,0.953552336,1.217383835
"Phf3",0.692953797,0.702364387,0.477193516,0.932956104,0.61554374,0.794082557,1.02514846,0.78412429,0.53111585,0.589441251
"Ptp4a1",0.427084069,0.424405267,0.487431094,0.532428582,0.541193509,1.105885979,1.3559256,1.210148722,0.71061553,0.407872908
"Zfp451",0.530712739,0.853439592,0.746484183,0.723184122,0.714156456,0.796315028,0.771245341,0.812186776,0.684447436,0.94822878
"Rab23",0.329563041,0.509469254,0.261123308,0.400757738,0.61417651,0.572494608,0.464385298,0.287561699,0.553003689,0.592657069
"Bag2",1.442750605,0.642165578,0.852314579,0.668395307,0.761300298,0.302327094,0.549621472,0.900442751,0.314717307,0.721486492
"Imp4",10.10511257,16.09679384,18.08384665,17.65872173,16.96972258,12.60331968,13.86240952,16.21461768,16.51503005,20.6453902
"Ccdc115",21.32516375,18.10241944,29.9271832,28.57797727,29.38938863,15.26987803,13.10997261,18.99377168,27.2768657,28.5191956
"Fam168b",8.445157546,10.90316644,2.676990713,3.317676525,2.597427381,3.956195614,6.177769947,6.93945505,1.851709492,2.124071721
"Neurl3",9.318693311,13.50992804,15.90678417,6.82744397,8.294700876,9.391368942,8.642383439,7.467817528,7.353168351,8.1644051
"Arid5a",8.033381171,15.07019435,14.58802365,18.70005318,18.11436292,12.96794863,12.25329438,14.05686956,12.67166635,17.54638765
"Kansl3",2.330602524,2.512349378,1.893228872,2.09642978,2.447790331,2.151023807,1.809205299,2.216115089,1.780444153,1.649252428
"Ankrd39",1.622401206,2.065628523,2.595715829,2.206427484,3.142083143,1.218284327,1.945599563,1.293522977,1.310006997,2.032300733
"Ankrd23",1.897077219,1.817303381,1.743200097,0.995609564,0.826990081,1.598884301,1.316495019,1.50447899,1.018846503,0.725040874
"Cnnm3",0.179797245,0.607020345,0.518645823,0.856203692,0.28627235,0.762917496,0.377762835,0.933268035,0.346122621,0.646404439
"Cox5b",63.31773171,63.64424554,76.78890422,73.25047198,66.9646537,71.58754673,72.91082718,86.03800681,86.93011847,92.59297954
"Zap70",3.628467967,6.325404897,8.231632479,9.826771728,13.12573227,7.571470085,7.412533499,11.64134393,8.288900767,13.05571937
"Unc50",11.39911333,10.75022574,13.36408807,15.26902613,14.26925579,11.71566029,12.81437882,11.19683022,15.52102704,14.80432976
"Coa5",12.78979184,13.23192336,13.16302139,16.68506197,20.24473204,21.32615084,18.23888504,14.86509879,18.4770264,18.125698
"Lipt1",1.840856218,1.570820376,1.289496202,1.454840568,1.501925875,1.038527182,0.918036868,1.555807855,1.748777607,1.15236675
"Txndc9",4.677867836,5.863731948,6.81151864,6.6764988,7.632622455,5.71654816,6.786498367,6.720406628,9.203577237,8.070841743
"Mrpl30",12.03065343,7.311859682,8.858123822,7.212428749,7.070774294,7.890829486,10.15116839,11.75648648,11.74609355,12.21807639
"Chst10",0.982167329,2.19712794,1.788288261,2.402853762,1.903583829,1.033709841,1.184547149,1.485236919,1.204559329,1.398684507
"Pdcl3",5.378294105,4.439126033,4.537295303,5.549446537,5.337978809,5.841483587,4.321132394,3.624426352,6.533923756,6.134742903
"Rpl31",86.70332804,71.0118721,42.77737911,31.7732935,25.34892421,41.10001745,61.77088202,80.03443344,38.96706617,38.28935983
"Snord89",0,0.397104099,0.989597991,0.822106196,0,0.815389086,1.222204617,0,0,0
"Rnf149",3.022226814,1.167738517,0.466107855,0.206077558,0.332984849,1.489154675,2.926394434,1.668955188,0.197870521,0.269211428
"Cnot11",2.966543378,3.445540562,2.490380152,2.22126903,2.679959607,2.410428024,3.297596674,3.640966976,2.554568871,2.622807227
"Il18r1",0.324083046,3.423072649,3.261078999,6.622981405,7.254866936,4.575722512,4.009448312,5.812220153,6.00425452,6.238535586
"Il18rap",3.585343536,5.355016074,7.328536213,22.58055001,32.91482978,9.868453717,8.156045644,10.02006868,12.07094606,15.23754904
"Tgfbrap1",0.724498853,0.662805171,0.233634239,0.395126568,0.290788661,0.370537733,0.667359806,0.589528317,0.21181363,0.192213934
"AI597479",2.182683975,1.669919718,1.667126445,1.757432028,1.990778574,2.063069671,1.572837477,1.556479349,2.645423296,2.663937024
"Tpp2",2.126853161,2.818503511,1.82791822,3.714526238,3.459563826,2.831594204,2.978177269,3.039168823,2.321002919,2.948372923
"Bivm",0.789256493,0.558413217,0.420006027,1.275165882,0.513264121,0.822606736,0.719589106,0.794874131,0.955504386,1.239556088
"Tex30",2.19984446,1.207936677,1.027563621,1.739516086,1.642978257,1.1061844,1.374086999,1.180772713,1.425977785,1.542683845
"Wdr75",2.797547462,2.519198033,2.195937905,2.617223931,2.043440686,3.806285772,2.83888171,3.135787215,3.442512977,2.634578745
"Slc40a1",140.2928736,61.09887304,83.5202041,41.75211916,68.90163705,390.8796841,407.988178,111.3515957,244.1670829,53.71572168
"Slc39a10",0.306631273,0.399645669,0.374128338,0.394868084,0.365301022,0.786963397,0.464116548,0.39696052,0.280338874,0.475360864
"Nabp1",6.21751731,4.587525818,5.905452004,13.86633512,14.47961854,16.49615062,12.76048159,14.34241978,16.49468922,21.85753531
"Stat1",6.245068182,5.461407564,5.805813099,4.883396311,5.261862075,15.46234742,13.34546417,11.42815998,9.55370846,11.05417629
"Nab1",2.022917981,2.231593965,0.676930097,1.127113165,1.202355746,1.075007047,1.542146194,2.662087074,0.591558071,1.005016763
"Nemp2",2.27760504,3.013046298,2.402143363,2.237669453,2.273899984,2.108417012,2.087892085,2.456709844,1.721211457,2.251721625
"Inpp1",1.038505405,1.653184907,1.529150054,3.217189339,2.389418459,1.98015301,1.87871688,2.164303202,2.453094593,3.173565136
"Ormdl1",2.256288768,3.803692546,4.344666449,4.863601609,5.166189947,3.053864,3.568484185,3.434453456,6.023556928,4.432774973
"Osgepl1",1.933733753,1.490389124,2.055594192,1.574734077,1.441050447,0.939588485,0.834980985,1.596640473,1.53621505,1.597083447
"Stk17b",20.58028663,19.26854806,12.96716676,16.62787858,15.71358647,14.58839697,13.81791583,16.64789842,13.11382723,15.08588835
"Gtf3c3",0.935818114,0.664859171,0.815759655,1.523751103,0.653406911,1.192445813,1.124838987,1.49115645,0.868333857,0.708737698
"Sf3b1",17.26517502,14.92971763,15.47643976,20.14906259,15.27807582,13.99456106,13.04083536,15.42146286,11.78162429,15.33614259
"Mob4",4.203344954,2.94913002,2.867990359,3.891362864,3.665855985,3.255148707,3.010457949,3.494206143,4.296889188,2.798421896
"Hspd1",22.90029073,18.37860639,20.68563079,30.16199349,26.92192194,17.8110305,18.99726411,22.60575959,17.50597913,23.35692689
"Coq10b",1.498506361,1.101185423,0.901078791,2.473680547,1.564509341,1.029309581,0.997094471,1.654506002,1.958543439,1.479330973
"Hspe1",28.23865485,33.05679064,28.22161475,29.04292038,30.4639389,34.39730156,36.02348056,44.35890847,30.49406635,33.562752
"Mars2",2.189221701,1.864216336,3.076568502,1.709506287,1.522168433,1.040353881,1.468146152,1.769364318,1.350204609,2.398881899
"1700066M21Rik",2.978029458,1.743563805,1.280492121,3.131619929,1.927881404,2.77847697,0.947506142,1.1519876,1.783181255,1.234759183
"Tyw5",1.16138806,0.606654658,0.544711664,0.921573855,0.64080089,0.508726718,0.538055094,0.541982758,0.990539781,0.673547245
"Kctd18",0.398824447,0.355028079,0.288095506,0.556913348,0.595372606,0.289349735,0.308090396,0.352697616,0.29230927,0.337188021
"Clk1",26.62074586,17.6309012,19.70040169,23.22858745,15.2721286,15.12814673,15.0139415,16.75542505,21.80796977,18.90304375
"Bzw1",35.91948416,30.74864718,31.74408011,46.0916318,47.84150398,36.75102895,37.18497239,35.73156184,51.90770854,45.09892005
"Ppil3",3.210672352,3.209876847,2.591267768,3.077722135,2.738045993,2.989141113,3.05192749,2.794596109,4.437257435,4.125167995
"Orc2",1.404329487,0.898101111,1.090126132,0.994259377,1.343297453,1.025326884,1.087039181,1.130993931,1.325049326,1.381521528
"Gm20257",3.312711756,2.032809605,2.462985661,2.571819209,2.841282228,2.993507723,3.314366643,2.138545902,3.962763693,3.213414113
"Casp8",4.39583377,3.431335914,3.592470405,4.894985561,3.779643455,5.208995787,5.226313875,6.444299988,6.679269413,6.677079211
"Trak2",1.172764766,1.352064858,0.746666342,0.952864584,0.866307075,0.655963549,0.801327601,0.676546825,0.380781953,0.721817796
"Sumo1",2.279606538,2.563551809,2.381530968,2.86820704,2.836581703,2.637507034,2.465451974,2.730672344,3.267824135,3.129744012
"Nop58",2.180641728,2.028058203,1.969205323,2.634074188,2.142165558,1.963033551,2.1148437,2.660964281,2.216873792,2.732203179
"Fam117b",0.556904365,0.858038203,0.309378474,0.499404995,0.368120417,0.409464163,0.483508096,0.640043708,0.282789492,0.416160242
"Wdr12",1.633573398,1.783673116,1.528303304,1.324624696,1.260373013,1.932244138,2.167651168,1.816527096,2.071604331,1.809901227
"Cyp20a1",0.36386556,0.397876329,0.662312644,0.516457924,0.489023535,0.551833856,0.583992595,0.489360655,0.534100693,0.460992296
"Cd28",2.086633247,3.255642786,3.001617273,6.355479738,5.301881848,4.422000907,3.80437118,5.513361904,4.016175944,4.610542273
"Icos",2.067603671,2.837129152,2.990447229,5.24462563,4.683321811,2.662467109,2.552490531,3.81795206,3.474523239,3.283705843
"Snora41",0,4.963801231,6.762252939,8.906150452,4.977235172,7.984018135,6.790025653,11.11589353,5.208063816,4.096218173
"Eef1b2",96.36333838,148.2867166,52.44815306,45.2899246,36.49773116,60.20341374,71.61456002,122.0554077,51.67673589,57.46818001
"Fastkd2",0.828265183,1.401723622,1.694278035,2.182554829,1.28254585,1.601390657,1.682255544,1.957823247,1.794509635,1.411237631
"Creb1",1.599706903,1.557621828,0.97253216,1.710434563,2.015342771,1.309766347,1.425372792,1.506830546,1.02069475,1.467695949
"Mettl21a",2.329006893,2.350362187,1.902196621,2.842258514,2.070012236,2.914807782,2.97928925,3.436259505,4.379222462,2.82937346
"Fzd5",0.355786912,0.163942059,0.369207813,0.364542503,1.010667937,0.199483568,0.398680405,0.556846858,0.613905771,0.128845657
"Idh1",5.725786142,2.251039801,3.52819986,2.436320629,3.475229291,9.083466584,7.414386591,2.347001847,8.000452631,2.157872498
"Lancl1",1.309260588,1.909839218,2.070632401,2.558097154,1.901875836,1.087369688,1.583147341,1.774290233,1.70868378,1.809941611
"Fn1",2.246363737,0.323669089,0.243184849,0.042422628,0,0.094091233,0.080780849,0.054026974,0.01415883,0.04736312
"Pecr",0.590316529,0.272705097,0.534149958,0.343416001,0.336143479,0.424425129,0.460651454,0.237090566,0.936076366,0.490677774
"Rpl37a",423.5496559,373.9056043,363.8474224,299.3489299,237.4709102,336.0725942,423.3997973,501.021365,382.309851,408.8384167
"Cxcr2",6.213686554,1.05622687,0.824892236,0.168204423,0.482773982,4.705226426,5.103184201,1.142380534,0,0.431019611
"Tmbim1",3.474869783,1.202899069,1.932039724,2.563167768,2.292575933,3.353930505,2.892443075,2.466299276,3.196293309,2.47385552
"Arpc2",32.47176953,27.33183976,26.83613802,31.599435,32.71750511,32.370066,30.02839493,30.89032282,32.5148149,31.59830444
"Aamp",33.94421963,49.81593505,63.73584743,58.76028785,58.62754293,46.16918087,41.09566353,41.75069925,67.7058927,59.73361842
"Slc11a1",19.38960167,9.266432177,18.31557578,7.314082448,9.621982973,48.14550689,41.80607798,14.60474541,36.77272589,9.349754204
"Ctdsp1",5.489456404,6.839167783,5.611433442,6.003210985,5.462638373,3.896986787,4.97245673,4.930623596,5.023252827,3.212328864
